date,lsi_raw,lsi_smooth,lsi_lo,lsi_hi,contrib_m1,contrib_m2,contrib_m3,contrib_m4,contrib_m5
2016-01-28,25.361685889826997,25.827135538741338,21.458748253417237,30.19552282406544,6.281381432606735,4.04909326732567,4.236284550552871,5.810127482003817,5.450248806252243
2016-01-29,24.257718553298645,24.801806478603662,20.77160912898304,28.832003828224284,6.438150285352659,4.269072665172285,4.466433688399982,6.288411798856953,3.339738040821783
2016-02-01,23.564083812270784,23.981847320147846,20.23791648136211,27.725778158933583,5.849386918582135,3.9587209437316853,4.141734276463577,5.780989314655795,4.251015866714659
2016-02-02,22.870449071242923,23.32907734221961,19.822547422740172,26.835607261699046,5.079266449535555,5.4300424085293475,3.6597713884709613,4.975011332475264,4.184985763208485
2016-02-03,22.209723483100834,22.97802744508015,19.72361407837622,26.232440811784084,6.213138756484916,4.029871939459087,2.985605972019139,5.577854493981466,4.171556283135542
2016-02-04,22.41653468963263,22.827909115517805,19.853330184034906,25.802488047000704,5.539051527738123,3.659728257109271,2.7113781044514416,4.926110415918512,5.991640810300454
2016-02-05,22.623345896164427,22.78708289391665,20.137686715923916,25.436479071909385,6.128874981399337,4.137883688005759,3.0656284954029602,5.412089141137689,4.042606587970908
2016-02-08,22.904336609850812,22.8555487802767,20.407708380344925,25.303389180208473,6.360675156535837,4.1954706943689395,3.108292905759309,5.007926924072131,4.1831830995404795
2016-02-09,23.20689024636223,23.289214473336735,20.770798317810904,25.807630628862565,4.948379240682648,2.7569335775533523,2.3672383890194455,3.6922540844370526,9.524409181644236
2016-02-10,23.27830026106272,23.96339121282432,21.336555612803014,26.590226812845625,3.7500437663732176,2.549071495754537,2.6215871084232156,2.848486242874911,12.194202599398436
2016-02-11,23.34971027576322,24.874998581193015,22.129634277445028,27.620362884941002,4.902718754056473,3.293138549338924,3.386821272599485,3.55449875166741,9.73782125353072
2016-02-12,25.245383334521115,25.640916196068336,22.727740133719088,28.554092258417583,5.128444929875345,4.59556489053762,6.552713656973054,4.785223124115363,4.57896959456695
2016-02-15,27.135771866045722,26.25132011477235,23.1702147975546,29.332425431990103,5.346650786288683,4.920605637325841,7.016182020772555,4.561323320949668,4.406558349435604
2016-02-16,29.0045974747453,26.47909906757181,23.23811154222701,29.72008659291661,5.8939078264592695,4.039980219221174,7.5181496620519335,4.686797146599519,4.340264213239916
2016-02-17,28.265759913978048,26.31968663607268,22.928263165277137,29.711110106868226,5.869306300478614,5.1225712162228065,5.926299677549987,4.7485422067843155,4.652967235036959
2016-02-18,27.479717677290342,25.48980974936298,21.95419052734698,29.02542897137898,5.615543148133356,4.861983599724724,5.624826014727036,4.6922000454486215,4.695256941329241
2016-02-19,24.872752930658912,24.359456441027334,20.71071137066764,28.00820151138703,4.617408694557643,4.043677008096817,4.678127592117823,4.056514077963792,6.9637290682912605
2016-02-20,22.23382325526931,22.938450653743676,19.202903598950122,26.67399770853723,5.065990071428388,4.460991169601806,5.160918104220777,4.645095567077436,3.605455741415271
2016-02-24,19.436245127553224,21.592329245355295,17.714421838994298,25.47023665171629,4.7389559087453454,4.127262425271154,4.158157372639594,4.926510069530012,3.6414434691691877
2016-02-25,19.223298707696223,20.33475998906743,16.256177366684742,24.413342611450116,4.683991696650734,3.89403430801542,3.807173718545701,4.796461306380897,3.153098959474678
2016-02-26,19.057556963759676,19.42262213778672,15.087453187672715,23.757791087900728,4.366232455863843,3.5995495540069684,3.519257761137312,4.570856576516785,3.3667257902618153
2016-02-29,18.842910055259363,18.863512298952145,14.17136022462353,23.55566437328076,4.148420312237529,3.4959828766918264,3.4180012490465743,4.838884235675035,2.9622236253011818
2016-03-01,18.67673288327528,18.672140128526912,13.618084335180328,23.726195921873497,3.775471519921572,2.8611269930046515,3.0759993561741257,4.314758698591336,4.64478356083523
2016-03-02,18.487787971693955,18.548125658947786,13.366518856840326,23.729732461055246,3.641630337696061,3.2462100079393523,2.5860849890762747,4.328280010585803,4.745920313650296
2016-03-03,18.320054383427294,18.481075587253347,13.470241848275123,23.49190932623157,4.095690091084423,3.5487370635418793,2.8270924024505466,4.5964594346828145,3.41309659549368
2016-03-04,18.096639934576608,18.248161837669848,13.495740175167999,23.000583500171697,4.533091952763824,3.5866119524899442,2.857265336897785,4.508883597415931,2.762308998102364
2016-03-09,18.355197420642344,17.83565007009187,13.536588846734386,22.134711293449353,4.557138860309265,3.631478479498916,2.7842253606921132,3.8735770447988433,2.9892303247927328
2016-03-10,18.5882064618986,17.250111217783314,13.341820667731682,21.158401767834945,4.200082516135573,3.5470550429239154,2.6017443799437103,3.6483994727217413,3.252829806058375
2016-03-11,17.21251380817484,16.399004655959434,12.761088303609917,20.03692100830895,4.151211485347881,3.2576200303189737,2.3894454704846964,3.2265950776492693,3.374132592158614
2016-03-14,15.789150510229428,15.293934571105009,11.75997213790619,18.82789700430383,4.023792825683011,3.2145497579672537,2.3578536745645065,2.8165578831713076,2.8811804297189294
2016-03-15,14.389016005534085,14.122501544227799,10.65053411845625,17.594468969999348,4.075332402899931,2.201341778250098,2.3645136836271257,2.701708614163818,2.779605065286825
2016-03-16,12.362308450660127,12.885978966735946,9.42260738532077,16.349350548151122,3.293106490524031,2.6662220306065487,2.4109278751708842,2.132977624485239,2.382744945949243
2016-03-17,10.361149340595636,11.82547721246993,8.300965465483394,15.349988959456468,2.9412322480044746,2.235830908982089,2.021747251637287,1.873839238004037,2.752827565842044
2016-03-18,10.155166232501866,11.176646937569606,7.561772197300266,14.791521677838945,2.8070376435881617,2.29555099156103,2.075749060242972,2.0113399164153787,1.986969325762063
2016-03-21,9.932548419455633,10.939517245246009,7.253726666385996,14.625307824106022,2.7173194463259986,2.21588378587543,2.0037100909750256,2.1947801307718544,1.8078237912976984
2016-03-22,9.78900152831274,11.204009542460865,7.411295391136327,14.996723693785402,2.741753425491228,1.684974327488665,2.1202392358257853,2.411745171778599,2.2452973818765862
2016-03-23,11.247338585927157,12.084623888529586,8.285821022875814,15.88342675418336,2.7180820924832942,2.2196248195449293,2.3232878588163035,2.367599807514591,2.456029310170467
2016-03-24,12.729108159268907,13.188176803493755,9.437337837238564,16.93901576974895,3.3061429106562263,2.422493829946818,2.4903028548284762,2.6762788978460086,2.2929583102162256
2016-03-25,14.213754531164108,14.468697457244419,10.688198099590945,18.249196814897893,3.517255989764796,2.7555613683303832,2.8326934241805124,3.1492129923775805,2.213973682591146
2016-03-28,16.525449763076683,15.912265089415339,11.891135063475067,19.93339511535561,3.710040565968626,2.8779173428049574,2.9584743152493003,3.6179532309548037,2.747879634437651
2016-03-29,17.88003663725105,17.198514562872216,12.72338458014501,21.673644545599423,4.176591716462666,2.2020478111823505,3.340623558771607,4.209084668560263,3.270166807895326
2016-03-30,18.896192995710294,18.21879014506464,12.456118755025596,23.981461535103687,4.241477444381045,3.259001023012501,3.7701186108004974,4.34533469735,2.602858369520598
2016-03-31,19.89397495350918,19.102750793794815,11.430812446558587,26.774689141031043,4.290727013377799,3.356549552972367,3.882965929859627,4.603267958362103,2.9692403392229183
2016-04-01,20.2510849001253,19.352483880713446,9.968025886990764,28.736941874436127,3.875316395539029,3.024016106270669,3.4982803997627876,3.878420656931271,5.0764503222096895
2016-04-04,19.87103723461589,19.139547106852667,8.115370270446123,30.163723943259214,3.7229810561803154,3.0158892677395674,3.4888790080551053,3.5233246048513034,5.388473170026377
2016-04-05,20.401479072275293,19.188962742299687,6.60965212220203,31.768273362397345,4.397187231570566,3.6439538776756875,3.776824742832816,3.6897399620027356,3.6812569282178833
2016-04-06,18.273581371507127,19.48363490348633,5.772414645736919,33.194855161235736,3.221620731619408,2.535108277898133,2.2773242321386316,2.7684991987205008,8.681082463109655
2016-04-07,16.389479220225603,20.12467348844618,5.526613639857354,34.72273333703501,3.7112965951782533,2.8993210882327882,2.4788494170802884,3.05579238505805,7.9794140028968
2016-04-08,19.24210244383943,21.999892425867113,6.712517192988283,37.28726765874595,5.018977149460323,4.4276419883155524,3.785526827753335,4.497922019876116,4.269824440461787
2016-04-11,21.956680081815684,24.94439385108406,9.131693780033794,40.75709392213433,5.417705268499725,5.108659879469013,4.367780655850716,4.605902875457777,5.444345171806829
2016-04-12,24.738354994844244,28.76121699261265,12.515804005894005,45.006629979331294,4.354905142801948,3.631070775559831,3.501677125527726,3.5365566435417315,13.737007305181413
2016-04-13,32.9975697965624,33.42565683025328,17.026640933304268,49.8246727272023,6.383491584234442,6.060469473629662,4.897645160547444,5.002292263948292,11.081758347893437
2016-04-14,41.012989048793926,38.24820926110719,21.925005117513024,54.57141340470136,7.0024645467511455,7.067294528612311,5.711290354126882,5.5640922003042945,12.903067631312558
2016-04-15,44.991343362207246,42.793537866889196,26.72943193406748,58.857643799710914,8.032588293286043,8.163623939675537,6.597266672929103,6.116238888137862,13.883820072860644
2016-04-18,49.04055808371005,47.0507614688949,31.440693724299717,62.660829213490075,8.2416921983766,7.488579887566508,6.051743549785962,5.895770832115854,19.372975001049973
2016-04-19,52.999969459816796,50.22781389180938,35.28634870444091,65.16927907917785,7.467540402540426,5.790792549993746,5.861524337079802,5.98676647351102,25.12119012868439
2016-04-20,53.77398032228971,52.355450993636886,38.19689597374328,66.51400601353049,7.757701825734054,7.808513217612763,10.648259055789351,6.742589191081497,19.39838770341922
2016-04-21,54.53892020888416,54.0105722846388,41.004926540419795,67.0162180288578,8.432509184185271,8.933020276410645,12.284066241773342,8.053897646033723,16.307078936235815
2016-04-22,55.23693675696379,54.81625497718894,43.45698019119239,66.17552976318548,8.863590431519325,9.287686719933212,12.771778790402637,8.727477044762637,15.165721990571136
2016-04-25,55.90644876158639,54.794368375727,45.094758744277456,64.49397800717654,9.63532963091937,8.905778008369541,12.246604575412107,9.38640729771012,14.620248863315865
2016-04-26,56.57719239922071,54.40044691564548,46.363646262327556,62.43724756896341,9.367397904406467,8.259404228041674,12.001048366704568,9.530665886328103,15.241930530164666
2016-04-27,54.68033693156102,53.58503769097645,47.2292279038032,59.9408474781497,11.591118287346324,10.76120041413782,9.439518846348912,12.161864595025602,9.63133554811779
2016-04-28,52.846763249583205,52.36029173625322,46.70863513089616,58.01194834161027,8.941516228359927,8.902997223626597,7.8095386060281395,10.400961835855833,16.305277842382722
2016-04-29,51.01653010171908,50.98617380728213,45.5324590823973,56.439888532166954,11.131735773785083,9.941150767312392,8.720187006196523,11.992499338345105,9.200600921643026
2016-05-04,48.83105563620097,49.45381400592959,44.064694751623506,54.84293326023567,10.665617329614294,9.421077250452836,7.977276894437018,10.168781794139568,11.22106073728587
2016-05-05,46.66371507390117,47.902782277536836,42.389705740038956,53.41585881503472,10.087535032282883,9.017548395393883,7.657240745259252,9.3897011863149,11.750756918285918
2016-05-06,46.28762325878875,46.39475363992163,40.60548887706462,52.18401840277864,10.045884468712453,9.943737258656872,8.44371294264777,9.975304678525621,7.986114291378918
2016-05-10,45.8506737897529,44.977875888002814,38.59176655303638,51.36398522296925,6.888787513164543,6.243643096299752,5.455722544894728,5.466290350672609,20.923432382971185
2016-05-11,43.82311483281174,43.849224494711244,36.91724297120234,50.781206018220146,6.934367343603636,7.12695709431019,6.751817188570081,5.792066717915582,17.244016150311758
2016-05-12,42.290562786276766,42.9264376733032,35.48637878739042,50.366496559215975,6.78439506047679,6.4118943791520255,6.074393055490213,4.96667374131141,18.68908143687276
2016-05-13,41.0983858382874,42.73031815605344,34.85188192520143,50.60875438690545,9.89683971793384,7.898678014946092,7.482917222957607,5.817439045928548,11.634444154287348
2016-05-16,40.93049588315997,43.25042173357406,34.99079356776037,51.510049899387745,10.276561462112532,8.27490878031742,7.839344421113608,5.148832129975283,11.710774940055211
2016-05-17,40.20420732404484,44.73673429181228,36.07995113516378,53.393517448460784,8.242346360684918,5.879049461690337,6.38449764009308,4.450030435946322,19.780810393397623
2016-05-18,44.91478663804048,46.9821085351796,37.977777334218324,55.98643973614087,9.032530024031482,7.280661656989736,6.97199428136588,5.08490655408807,18.612016018704438
2016-05-19,49.491398832397216,50.018640227899176,40.73857506379507,59.298705392003285,10.3630553870149,8.32962501454895,7.89878893627135,6.134834931350337,17.29233595871364
2016-05-20,54.227302740479296,53.15465877246673,43.72596726776779,62.58335027716567,12.336805377899365,10.064113689943895,9.543564053442626,7.79569441379781,13.41448123738303
2016-05-23,58.008182489848004,56.469935398023345,47.041710790535916,65.89816000551077,12.031681753868133,9.37871683302287,8.893618215431081,8.336637184909216,17.829281410792035
2016-05-24,62.35410768732443,59.11687094010217,49.7839874653622,68.44975441484213,13.819596007385764,7.975670398315071,10.008516014941051,9.783785610729486,17.52930290873079
2016-05-25,62.8826256951328,61.114603558651616,51.95921243882606,70.26999467847718,12.796136037967324,9.561480713837783,10.29585504862521,9.227587736529163,19.233544021692136
2016-05-26,63.411143702941175,62.44037729456807,53.643138349861935,71.2376162392742,11.194802084745453,8.841514172064679,9.520591114533087,8.869582471023614,24.013887452201253
2016-05-27,63.443335432592264,63.16112931219727,54.929381084776765,71.39287753961777,15.256954116578976,11.890733531220311,12.804007300050571,12.381462216635754,10.827972147711659
2016-05-30,63.47552716224336,63.19613883323813,55.783625376950454,70.6086522895258,15.040691369855962,11.331098187441027,12.20138888224629,13.093713461042965,11.529246932651887
2016-05-31,63.507718891894456,63.01224791393614,56.662174501574015,69.36232132629827,9.479307594384663,12.315671075583188,8.202487736526859,9.092548255149016,23.922233252292422
2016-06-01,63.053446613252426,62.620370660188236,57.854325037544726,67.38641628283175,12.649811485878393,9.964840504069134,10.196849531785556,11.008776175923995,18.80009296253116
2016-06-02,62.599174334610396,62.084656224387835,58.67450911211742,65.49480333665825,11.42753301090316,9.010304705289133,8.85414839092661,9.610991685641741,23.181678431627187
2016-06-03,61.595389260018905,61.46319229174044,59.08254963844164,63.84383494503924,11.704582778144212,9.053640841980826,8.896733475172704,9.312316294608848,22.495918901833846
2016-06-06,60.668002926705846,60.811444477895115,58.93731712529079,62.68557183049944,14.834644407311178,12.116926763225113,11.906930022089915,11.078333040662958,10.874610244605961
2016-06-07,59.693334381989416,60.216539303514345,58.46547169529701,61.96760691173168,13.40057920196742,12.15391334164924,10.862862420803914,9.685799821805665,14.113384517288102
2016-06-08,59.12527963371167,59.710328426975465,57.98366113765782,61.43699571629311,12.702266027779771,10.117522761359687,10.184282933673867,8.479447647615737,18.226809056546404
2016-06-09,58.94548419497712,59.394924080943795,57.72189718117262,61.06795098071497,13.062057252437748,10.81613189960122,10.887501823486941,8.652905519680978,15.976327585736913
2016-06-10,58.88911039258704,59.265349668180875,57.68771587273058,60.84298346363117,15.821730060857961,12.035861365010833,12.115279637411113,9.1701800876273,10.12229851727367
2016-06-14,59.055698198838265,59.27401034352034,57.79894574297757,60.7490749440631,13.255707293461896,16.55154272002186,11.239270244797282,6.805695636114993,11.421794449124308
2016-06-15,59.387558837797236,59.42552918159212,58.06928755744232,60.781770805741914,17.26688830021355,10.748466778628787,12.05913327184645,7.677476270449134,11.673564560454198
2016-06-16,59.760982037365395,59.61920761646883,58.40312058719385,60.83529464574381,18.691446332065862,11.36605012040877,12.255996304252752,7.577366746939181,9.72834811280226
2016-06-17,59.75395910936563,59.86891495998035,58.74250820336572,60.99532171659498,17.314777978912254,11.098552857488967,11.967554371390246,7.927537755349262,11.56049199683963
2016-06-20,60.185911500214104,60.14367039969136,59.08658934675182,61.2007514526309,16.393227314548852,10.712713420728498,11.551504234282351,9.182325789195856,12.303899640935805
2016-06-21,60.301233239114104,60.376570780851,59.33077541426986,61.422366147432136,14.531225456407402,11.440566017655168,10.733766122462619,9.006320130203282,14.664693054122523
2016-06-22,60.63706179716767,60.60201458184793,59.549635468895424,61.65439369480044,15.782024108723544,10.237603177533348,11.51316107642459,9.750098264317472,13.319127954848982
2016-06-23,60.97898627681538,60.87681843548167,59.83936758843732,61.914269282526014,12.525155632873881,8.537116272378126,9.600801385597041,8.537116272378128,21.676628872254494
2016-06-24,61.01786150591471,61.09067968029613,60.09130431737512,62.090055043217134,15.03948476070072,10.733166198741854,12.070468952863285,11.244269351062897,12.003290416927367
2016-06-27,61.3390886443439,61.28883126656964,60.31630538704775,62.26135714609153,16.44013234150213,10.815063500209394,12.16257027845378,12.875075595487374,8.995989550916953
2016-06-28,61.67758608480184,61.48194880136215,60.4982450699433,62.465652532781,10.909188756756414,7.089421486046322,7.934082608693337,8.734830506236145,26.814425443629933
2016-06-29,61.68294021391527,61.5812368739828,60.470534600281674,62.69193914768393,11.120024585568999,7.272237180834472,8.621017480556365,9.350019232501465,25.2179383945215
2016-06-30,61.68829434302872,61.629988234509916,60.276615878695054,62.98336059032478,12.51667825748963,8.29311372942777,9.435647315016922,11.057484972570359,20.327063960005237
2016-07-01,61.98888454071526,61.586623148641465,59.974359676523605,63.198886620759325,10.65590294724716,7.3233944337519015,8.33233080844401,9.299548487304001,25.975446471894394
2016-07-04,61.67400278515989,61.44867443037334,59.585610366377935,63.31173849436874,11.694769362172826,8.294409148500725,9.43712120261769,9.347667453072244,22.674707264009854
2016-07-05,61.35912102960451,61.187888216578294,59.08171508006509,63.2940613530915,12.246630857110619,14.51871646743822,9.282715805158158,8.806216117941693,16.3336089689296
2016-07-06,61.03553304326473,60.848274537763544,58.5016806379601,63.19486843756699,13.261472297269279,8.902616515468543,9.193490174751064,9.185239261991352,20.305456288283303
2016-07-07,60.71194505692496,60.38765681270437,57.812189325487196,62.963124299921546,11.738518962498876,7.85752556737815,8.114253149737564,7.732802939324528,24.94455619376525
2016-07-08,59.85743671734995,59.83446035779553,57.050607210661475,62.61831350492958,9.05256955788294,8.090681534130246,8.355026981317929,7.576987468471183,26.759194815993226
2016-07-11,59.31099859132549,59.18868517303702,56.20929132131403,62.16807902476001,11.01688342479733,10.32766354322707,10.66509751911916,8.196558367640531,18.982482318252924
2016-07-12,58.764560465301045,58.520680824020296,55.37473423008608,61.666627417954516,8.112557550442487,13.638517084269369,7.7549588419317095,5.602399257225496,23.412248090151227
2016-07-13,57.80162760079801,57.8407412857038,54.6452356140575,61.0362469573501,11.935714465361892,11.053974420021094,11.171882768561114,7.7202361028718745,15.958933528887824
2016-07-14,56.838694736294975,57.22471232283543,54.06143784152942,60.38798680414144,13.23900032622624,12.179522806476323,12.06968332729154,7.926356112151257,11.810149750690078
2016-07-15,56.35950260014763,56.61519471431363,53.554606851344644,59.67578257728262,13.992406274235845,12.741751585413176,12.626841717409194,7.685500956280962,9.568694180974454
2016-07-18,55.952368288709486,56.012188460138404,53.140266558562104,58.884110361714704,11.31821533864316,10.731395333397385,10.634615607863342,6.983923947131633,16.344038233102886
2016-07-19,55.545233977271344,55.47678060682449,52.82061449056595,58.13294672308303,12.133357023668196,12.928444793436155,11.029111887731991,7.772971349267827,11.612895552720323
2016-07-20,55.0443753316729,55.005567280681035,52.59017162726183,57.42096293410024,13.366687866771922,11.552986799697551,11.758893266307064,8.618894914060078,9.708104433844422
2016-07-21,54.543516686074454,54.52944266337152,52.36929302102061,56.68959230572243,8.81696797758579,7.857468677008855,7.997510697295781,6.236086251594329,23.621409059886766
2016-07-22,54.05377262760065,54.191226493785734,52.30907064314297,56.0733823444285,11.761269524521987,10.42644315735899,10.61227147232711,8.771452180000422,12.619790159577226
2016-07-25,53.540201453290805,53.992922858859956,52.34873270980765,55.63711300791226,11.502941965109745,9.847391329444644,10.02289932483335,9.691083530564569,12.92860670890765
2016-07-26,53.02663027898096,53.95307309743919,52.53697633370013,55.36916986117824,7.780405925511026,7.274187852345298,7.403166390760581,7.504437526077596,23.990875402744688
2016-07-27,53.58485510160904,54.06652506127275,52.85576177494599,55.27728834759951,10.23542176637809,9.328858625207085,11.050783157475905,10.069244230382251,13.382217281829414
2016-07-28,54.15710853279086,54.291325120538545,53.169527392323424,55.413122848753666,8.5588114060694,8.012335728416142,9.338727830158396,9.029775185992795,19.35167496990181
2016-07-29,54.76542700172757,54.662701517715945,53.56417991020089,55.761223125231,8.977429991410558,8.307902945819194,9.683224353070573,9.758489174454292,17.935655052961334
2016-08-01,55.337680432909394,55.1786501658687,54.076775962521864,56.28052436921554,6.775973516907802,6.408058252590323,7.468872245143809,8.84922330119616,25.676522850030604
2016-08-02,55.62737304246118,55.54521156385608,54.416660888125776,56.67376223958638,6.623345348898934,13.633812302780928,7.4639090971862885,8.538400036302965,19.285744778686958
2016-08-03,56.13983623353259,55.76829941940771,54.59980492799276,56.936793910822665,8.124627976777914,7.8427516313203585,9.49919377859782,10.083537811697603,20.218188221014017
2016-08-04,56.63827081605026,55.891269431399785,54.64689428605506,57.13564457674451,7.666125588906127,7.329218438405766,8.877198904788907,9.074270447549997,22.94445605174899
2016-08-05,56.150784887520715,55.78610131409335,54.413970199763824,57.15823242842288,10.74183377697389,8.540960141635102,10.344868644911198,10.167809692422741,15.990629058150425
2016-08-08,55.71872352165227,55.48906431867879,53.87524127171908,57.10288736563851,11.564459291706086,9.485013256737602,11.48831215800608,9.936680554677489,13.014599057551536
2016-08-09,55.62621708567205,55.109179863660074,53.15261320350493,57.06574652381522,8.320815093343445,6.642193226961182,8.045069325645834,6.642193226961183,25.458908990748434
2016-08-10,54.60150361176437,54.632020708555004,52.16982049351632,57.09422092359369,9.587869392844153,7.064744692190164,8.647113018659043,6.728328278276345,22.603965326585303
2016-08-11,53.54811407455933,54.190290625190634,51.132231004414244,57.248350245967025,10.545131567471854,8.23695820286863,9.8956065378702,7.452485993071617,18.060108323908338
2016-08-12,53.480645048401485,53.789914145954086,50.12137030473955,57.45845798716862,12.0480425085889,9.464063170049954,11.369809470169114,8.112054145757105,12.79594485138902
2016-08-15,53.29815673031486,53.33662067307176,49.14216340380555,57.531077942337966,10.97003731945272,8.982478193333849,10.791249360143027,6.41605585238132,16.17679994776085
2016-08-16,53.05867430397003,52.92669296541227,48.28317081299911,57.570215117825434,8.976473752013,14.928406080376261,8.788890516159691,4.877162644799128,15.355759972064197
2016-08-17,52.916088166996516,52.4728320522404,47.51857827104409,57.427085833436706,9.7274450729123,7.719107329100657,10.103774622887155,5.513648092214755,19.408856935125534
2016-08-18,52.453162775495706,51.83419214626366,46.706259819328814,56.96212447319851,10.245970663660398,8.109615465739749,10.614922613553157,6.1787546405636204,16.684928762746736
2016-08-19,51.732009658148016,50.93505014418512,45.778574233860944,56.091526054509295,12.02246349690683,9.852124057402513,12.895745166989046,7.975528998849653,8.189188424037082
2016-08-22,50.371087682356176,49.82246888015505,44.716356939003816,54.928580821306284,10.778607375974776,8.913828229332495,11.667581187370008,8.489360218411898,9.973091869065872
2016-08-23,49.01016570656435,48.51949570224141,43.53277795492156,53.50621344956125,9.857407174800834,8.11310474792521,10.244243470691359,7.826423075251569,12.47831723357243
2016-08-24,47.00416271576499,47.171802445049785,42.392783182385664,51.95082170771391,10.00457840763972,7.897707676760447,11.477849741950566,8.273788994701421,9.517877623997633
2016-08-25,45.27060545575959,45.81627878370116,41.25247163553844,50.380085931863874,6.878262772174103,5.355835532324811,7.635593771656772,5.8659151068319355,20.080671600713533
2016-08-26,43.795275921601046,44.66125543871757,40.288943964217374,49.03356691321776,7.172221844129087,5.690858521625013,8.113222226642593,6.503838310428587,17.18111453589228
2016-08-29,43.019309975154336,43.71767092253197,39.58225131597775,47.853090529086195,9.443827690402548,7.480122487771044,10.664102049836904,9.617300341419911,6.5123183531015645
2016-08-30,42.24334402870761,43.10533141190543,39.25153237348674,46.959130450324125,9.035746967642773,7.3647460076580185,10.499614561819454,9.819661343544023,6.385562531241161
2016-08-31,42.28592426747103,42.80081592213054,39.27251712744046,46.32911471682062,9.760548967775367,7.394090388700105,9.759182479889104,10.210886727252527,5.676107358513433
2016-09-01,42.405074093265185,42.7672347780863,39.6361605626657,45.898308993506895,7.161444537503923,5.512175448797004,7.275313559621186,8.224515748998702,14.593785483165481
2016-09-02,42.71778614137925,42.913289369274096,40.252089931976414,45.57448880657178,6.817949986260358,5.214577717932246,6.8825254804345235,7.532167814791023,16.466068369855943
2016-09-05,43.138997027335314,43.23897969569394,41.112683021822406,45.36527636956548,7.2766071085133595,5.5942035631683495,7.383579390108541,7.28134432031436,15.70324531358933
2016-09-06,43.56020791329137,43.54416564923128,41.93644411473262,45.15188718372994,6.991713040797809,5.427226934180972,7.163193202423455,6.805570282544392,17.15646218928466
2016-09-07,44.041692113468926,43.802408883475735,42.699639007844354,44.905178759107116,7.150780224785814,5.702146736181744,8.35653959630564,6.878780189679565,15.714162136522972
2016-09-08,44.52317631364648,43.986057652381604,43.204653582031156,44.76746172273205,6.838787757820769,5.38102269962626,7.8551544251714995,6.235153286868522,17.675939482894552
2016-09-09,44.42222594223242,44.04825496572719,43.39128866902706,44.705221262427315,6.386942184582796,6.212284869545245,9.068621283984472,6.90253874393916,15.477867883675518
2016-09-12,44.212776732976366,43.98982234510389,43.33996639419999,44.63967829600779,5.873240507415248,5.760448852704977,8.409036315613829,5.577577460555613,18.369519208814225
2016-09-13,44.00332752372032,43.8577025098046,43.207941472510115,44.50746354709908,7.484583473875889,7.253003487417744,10.587850232248774,6.6773682900036375,11.854897026258556
2016-09-14,43.5743782207544,43.64670284428975,43.04540595565691,44.24799973292259,7.497422688170589,7.065512891146848,16.035320490581334,6.16830490496947,6.880141869421511
2016-09-15,43.15117956892829,43.44343216104903,42.897938603881016,43.98892571821705,6.457526695121332,5.5978741864962585,12.704485580784167,4.620467582504848,14.063078116142425
2016-09-16,43.11685326637388,43.2895785430324,42.80054822601731,43.778608860047484,6.186328146225326,5.4997229978037945,12.481729527336542,4.277562331625174,14.84423554004156
