date,m1_fact,m1_need,m1_shift,m1_ruo,m1_vol,m1_MinRate,m1_MaxRate,m1_shift_mad,m1_ruo_mad,m1_Flag_EndOfPeriod,m2_Ключевая_ставка,m2_Спрос,m2_Размещение,m2_Ставка_отсечения,m2_Средневзвешенная_ставка,m2_Срок,m2_Cover_ratio,m2_Rate_spread,m2_Flag_Demand,m2_MAD_score_cover,m2_MAD_score_rate_spread,m3_volume_offer,m3_volume_demand,m3_volume_placement,m3_cover_ratio,m3_yield_avg,m3_yield_spread,m3_flag_nedospros,m3_flag_perespros,m3_mad_score_cover,m3_mad_score_yield,m3_mad_score_yield_spread,m4_year,m4_month,m4_day,m4_day_type_code,m4_n_events_html,m4_n_important,m4_tax_event_weight,m4_Акцизы,m4_Бух отчетность,m4_Валютный контроль,m4_Водный налог,m4_Декларирование спирт,m4_ЕНВД,m4_ЕНП,m4_ЕСХН,m4_Земельный налог,m4_Контролируемые сделки,m4_Косвенные налоги,m4_НДПИ,m4_НДС,m4_НДФЛ,m4_НПД,m4_Налог на доп доход,m4_Налог на игорный бизнес,m4_Налог на имущество орг,m4_Налог на имущество физ,m4_Налог на прибыль,m4_Налог на сверхприбыль,m4_Налоговый мониторинг,m4_Отчетность отходы,m4_Перс учет,m4_Плата НВОС,m4_Подтверждение ОКВЭД,m4_Прослеживаемость,m4_Регулярные платежи недра,m4_Сбор водные биоресурсы,m4_Среднесписочная,m4_Страхование НС и ПЗ,m4_Страховые взносы,m4_Торговый сбор,m4_Транспортный налог,m4_Туристический налог,m4_УСН,m4_Упрощ декларирование,m4_Экологический сбор,m5_liquidity_deficit,m5_liquidity_deficit_ex_corr,m5_corr_accounts,m5_required_reserves,m5_reserve_buffer,m5_treasury_pressure,m5_treasury_pressure_ma7,m5_MAD_score_treasury_pressure,m5_MAD_score_liquidity_deficit,m5_is_month_end,m5_flag_stress,Tax_Week_Flag,Seasonal_Factor_sin,Seasonal_Factor_cos,_raw_stress_teacher,_m4_tax_kick,LSI_teacher,LSI_hgb_abs,LSI_gbr_huber,LSI_xgb_pseudohuber,LSI_lgbm_huber,LSI_cat_huber,LSI_ensemble,LSI_dlinear_tsl,LSI_ensemble_tax_adj,LSI_lgbm_tuned,LSI_lgbm_tuned_tax_adj,LSI_lgbm_local,LSI_local_teacher,LSI_lgbm_local_short_90,LSI_lgbm_local_mid_180,LSI_lgbm_local_long_365,LSI_lgbm_local_multi,LSI_structural,LSI_lgbm_stable,LSI_event_contribution,LSI_lgbm_clean,zone_tuned_naive,zone_stable_hyst,LSI_zone
2015-02-20,1215.8774193548386,1102.8,113.07741935483864,15.01,88.25,,,0.2781033564096094,3.374269003874698,0.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,2,20,1,6,5,2.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4947.5,5245.3,1364.5,1066.7,297.79999999999995,17.300000000000182,33.34285714285722,0.14420465007935435,0.29423621108455084,0.0,0.0,1,0.7690308592589181,0.6392116531380588,0.3562185075141038,4.235294117647059,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2,21,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.7799125224167177,0.6258885343075018,0.2893974484854827,4.235294117647059,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2,22,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.7905633969115482,0.612380204990065,0.29130882344231407,4.235294117647059,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2,23,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.8009803309782905,0.5986906625177214,0.29295613499604567,4.235294117647059,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-02-24,1215.8774193548386,1102.8,113.07741935483864,14.99,74.15,,,0.29365768895556604,3.3882352921245666,0.0,1500.0,1694995.7,1430000.0,15.651,15.7404,7.0,1.1853116783216784,-1484.2596,0.0,4.246938817202283,-14.992666407964787,,,,,,,,,,,,2015,2,24,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5068.0,5275.6,1274.3,1066.7,207.5999999999999,30.300000000000182,26.0,0.25800192985443593,0.47135590972764513,0.0,0.0,1,0.8111602420785621,0.5848239578463322,0.40330125586368704,4.235294117647059,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-02-25,1215.8774193548386,1102.8,113.07741935483864,15.47,87.66,,,0.29365768895556604,3.698224849882706,0.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,2,25,1,3,3,2.6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920.2,5217.5,1364.0,1066.7,297.29999999999995,-58.100000000000364,12.442857142857195,-0.5520660668318749,0.263734775254404,0.0,0.0,1,0.8211001178128892,0.5707841943569036,0.3688711513126661,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-02-26,1215.8774193548386,1102.8,113.07741935483864,15.54,86.55,,,0.29365768895556604,3.751479287721019,0.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,2,26,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5202.8,5331.3,1195.2,1066.7,128.5,113.80000000000018,37.0,1.0274005420989145,0.6725916085402309,0.0,0.0,1,0.8307970168121247,0.5565755266413303,0.37269575685919765,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-02-27,1215.8774193548386,1102.8,113.07741935483864,15.49,62.15,,,0.29365768895556604,3.7278106486817704,0.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,2,27,1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5173.8,5257.0,1149.9,1066.7,83.20000000000005,-74.30000000000018,33.11428571428574,-0.6998302347301557,0.627181201320039,0.0,0.0,1,0.8402480696078469,0.5422021592729844,0.374362102334164,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2,28,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.8494504794814806,0.527668345562516,0.3010481372326277,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.8584015232918917,0.512978386299228,0.3018507824405639,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-02,1215.8774193548386,1102.8,113.07741935483864,15.7,104.18,,,0.29365768895556604,3.8520710036378287,0.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,2,1,3,3,2.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5139.4,5219.4,1146.7,1066.7,80.0,-37.600000000000364,12.799999999999923,-0.35567408901361863,0.5767119383340963,0.0,0.0,1,0.8670985522812081,0.4981366284784055,0.38158731537282703,4.378378378378378,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-03,1215.8774193548386,1102.8,113.07741935483864,15.5,51.97,,,0.29365768895556604,3.7619047596655335,0.0,1500.0,1745235.7,1330000.0,15.73,15.7768,7.0,1.3122072932330826,-1484.2232,0.0,7.5122200258580065,-14.98671984386269,,,,,,,,,,,,2015,3,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5207.7,5208.9,1067.9,1066.7,1.2000000000000455,-10.5,-2.7285714285714806,-0.10579341364393004,0.6765413285607798,0.0,0.0,1,0.8755389928586302,0.4831474640149687,0.44957834845103994,4.378378378378378,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-04,1215.8774193548386,1102.8,113.07741935483864,15.59,102.12,,,0.29365768895556604,3.8443113749435263,0.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5082.4,5164.9,1149.2,1066.7,82.5,-44.0,-11.485714285714364,-0.41599773489696157,0.4905786846535158,0.0,0.0,1,0.8837203473619977,0.4680153284438345,0.37924995831147323,4.378378378378378,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-05,1215.8774193548386,1102.8,113.07741935483864,15.49,37.55,,,0.29365768895556604,3.8424242400954993,0.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4778.5,4674.4,9626.0,1066.7,8559.3,-490.5,-85.88571428571439,-4.537567287382957,0.04292480289457937,0.0,0.0,1,0.8916401947968874,0.45274469960737107,0.3717971135964607,4.378378378378378,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-06,1215.8774193548386,1102.8,113.07741935483864,14.56,46.45,,,0.29365768895556604,3.2787878768007337,0.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4802.1,4776.7,1041.3,1066.7,-25.40000000000009,102.30000000000018,-62.971428571428596,0.9343355602585696,0.07274938854138929,0.0,0.0,1,0.8992961915530253,0.4373400963303323,0.35474134899117404,4.378378378378378,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.9066860720977985,0.4218060770826634,0.28182687395668976,4.378378378378378,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,8,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.9138076496466615,0.40614723863057883,0.27532515171506533,4.378378378378378,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0.9206588168102428,0.3903682146763026,0.2702242969206888,0.0,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-10,1215.8774193548386,1102.8,113.07741935483864,15.5,97.15,,,0.29365768895556604,3.854545452209365,1.0,1500.0,1501031.7,1350000.0,15.0002,15.7224,7.0,1.111875333333333,-1484.2776,0.0,1.7035238107173276,-9.677467342948631,,,,,,,,,,,,2015,3,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4588.7,4728.2,1206.2,1066.7,139.5,-48.5,-86.15714285714292,-0.45366433274384604,-0.2415345089156483,0.0,0.0,0,0.9272375462179537,0.374473674486883,0.3986008090799645,0.0,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-11,1188.9566666666663,1063.3,125.6566666666663,15.18,48.6,,,0.7453885509916564,3.689024387994495,1.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4482.8,4823.0,1443.0,1102.8,340.20000000000005,94.80000000000018,-62.0,0.8652279004761313,-0.3999724537293859,0.0,0.0,0,0.9335418911179212,0.35846832151248087,0.3853758160795395,0.0,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-12,1188.9566666666663,1063.3,125.6566666666663,14.71,59.45,,,0.7453885509916564,3.408536583287481,1.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4540.8,4840.9,1402.9,1102.8,300.10000000000014,17.899999999999636,-54.07142857142857,0.1566112105907968,-0.3110349919979799,0.0,0.0,0,0.9395699859530622,0.342356891994542,0.3781573859509133,0.0,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-13,1188.9566666666663,1063.3,125.6566666666663,14.33,63.35,,,0.7453885509916564,3.2024539857653678,1.0,1500.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4524.6,4687.0,1265.2,1102.8,162.4000000000001,-153.89999999999964,-74.55714285714281,-1.4263820979095179,-0.3356891545757463,0.0,0.0,0,0.945320046913132,0.3261441535642696,0.37113892489263295,0.0,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,14,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0.9507903724625832,0.3098349038318025,0.2577784241392274,0.0,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,15,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0.9559793438440766,0.2934339689665273,0.2567592477635067,0.0,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-16,1188.9566666666663,1063.3,125.6566666666663,14.05,86.45,,,0.7453885509916564,3.055555553669412,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,16,1,5,3,2.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4767.6,4712.5,1047.7,1102.8,-55.09999999999991,25.5,-64.62857142857138,0.22683216637192513,0.033120618440342094,0.0,0.0,1,0.9608854255574977,0.27694620226893646,0.33004916340647966,4.3957219251336905,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-17,1188.9566666666663,1063.3,125.6566666666663,14.34,79.6,,,0.7453885509916564,3.240740738740281,0.0,1400.0,1666406.8,1450000.0,14.11,14.4327,7.0,1.1492460689655173,-1385.5673,0.0,2.2384912097140868,-6.015404047310121,,,,,,,,,,,,2015,3,17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4772.5,4898.1,1228.4,1102.8,125.60000000000014,185.60000000000036,31.957142857142962,1.700969866111749,0.03839970164967803,0.0,0.0,1,0.9655071658143364,0.2603764827344581,0.3571524069084724,4.3957219251336905,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-18,1188.9566666666663,1063.3,125.6566666666663,14.76,119.64,,,0.7453885509916564,3.4999999978395038,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,18,1,1,1,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4689.6,4902.7,1315.9,1102.8,213.10000000000014,4.599999999999454,18.0,0.02725681836240447,-0.08728155809943475,0.0,0.0,1,0.969843196967294,0.24372971360968387,0.34412322862013023,4.3957219251336905,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-19,1188.9566666666663,1063.3,125.6566666666663,14.75,119.14,,,0.7453885509916564,3.4999999978395055,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4787.6,5063.9,1379.1,1102.8,276.29999999999995,161.19999999999982,47.957142857142834,1.4641609519239207,0.0624067361675397,0.0,0.0,1,0.9738922359149924,0.22701082094141847,0.34927166103650764,4.3957219251336905,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-20,1188.9566666666663,1063.3,125.6566666666663,14.51,146.73,,,0.741309523783032,3.351851849782807,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,20,1,3,3,1.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4851.9,5027.9,1278.8,1102.8,176.0,-36.0,29.27142857142852,-0.347870919099916,0.16016231444681206,0.0,0.0,1,0.9776530844816641,0.2102247521189836,0.35188761414643843,4.3957219251336905,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,21,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.981124629771712,0.19337647441020586,0.27800312149008927,4.3957219251336905,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,22,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.984305844499033,0.17647097349152166,0.27965851502901595,4.3957219251336905,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-23,1188.9566666666663,1063.3,125.6566666666663,14.45,100.5,,,0.741309523783032,3.3209876522709942,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,23,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4701.1,4926.6,1328.3,1102.8,225.5,-101.29999999999927,12.242857142857247,-0.9426284794324504,-0.07262181515190569,0.0,0.0,1,0.9871957872910085,0.15951325197263655,0.3561103028284685,3.3913043478260874,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-24,1188.9566666666663,1063.3,125.6566666666663,14.5,71.45,,,0.741309523783032,3.351851849782807,0.0,1400.0,1719094.0,1570000.0,14.2003,14.3721,7.0,1.094964331210191,-1385.6279,0.0,0.9795936816507047,-6.010700166595486,,,,,,,,,,,,2015,3,24,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4644.9,4919.7,1377.6,1102.8,274.79999999999995,-6.900000000000546,33.24285714285712,-0.07253085564234955,-0.1584911915025355,0.0,0.0,1,0.9897936029670716,0.14250832791617088,0.3634467157491472,3.3913043478260874,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-25,1188.9566666666663,1063.3,125.6566666666663,14.7,119.0,,,0.741309523783032,3.4753086398300552,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,25,1,3,3,2.6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4612.8,4922.4,1412.4,1102.8,309.60000000000014,2.699999999999818,29.985714285714234,0.015750471031731956,-0.20904809219785409,0.0,0.0,1,0.992098522791769,0.12546123335273648,0.3534325800758325,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-26,1188.9566666666663,1063.3,125.6566666666663,14.69,57.18,,,0.741309523783032,3.524999997796873,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,26,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175.6,5324.0,1251.2,1102.8,148.4000000000001,401.60000000000036,60.84285714285709,3.6953777979817044,0.6751190694528187,0.0,1.0,1,0.9941098647022418,0.10837701279187609,0.3596296299371391,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-27,1188.9566666666663,1063.3,125.6566666666663,14.73,130.4,,,0.741309523783032,3.5499999977812484,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,27,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5077.3,5190.9,1216.4,1102.8,113.60000000000014,-133.10000000000036,41.17142857142854,-1.2356449569099983,0.5187664470041538,0.0,0.0,1,0.9958270335100595,0.09126072172931188,0.36350057219275095,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,28,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.9972495210773451,0.07411742515094437,0.2886109959793962,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,3,29,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0.998376906467142,0.056952196034039754,0.29483272270872796,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-30,1188.9566666666663,1063.3,125.6566666666663,14.63,48.95,,,0.7542148914098692,3.4874999978203114,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,3,30,1,2,2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5106.8,5181.9,1177.9,1102.8,75.10000000000014,-9.0,16.857142857142858,-0.09193401447660274,0.5632832685400065,0.0,0.0,1,0.9992088560679753,0.03977011384605572,0.38121146043914655,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-03-31,1188.9566666666663,1063.3,125.6566666666663,14.66,71.4,,,0.7542148914098692,3.5187499978007786,0.0,1400.0,1695123.9,1650000.0,14.241,14.3806,7.0,1.027347818181818,-1385.6194,0.0,-0.45148798253258665,-6.005304564959933,,,,,,,,,,,,2015,3,31,1,4,4,1.92,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5232.6,5346.0,1216.2,1102.8,113.40000000000009,164.10000000000036,45.44285714285719,1.5028612414020928,0.7542404831367241,1.0,1.0,1,0.9997451236925734,0.022576263041545485,0.3825301675996969,4.333333333333333,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-04-01,1188.9566666666663,1063.3,125.6566666666663,14.27,116.24,,,0.7542148914098692,3.274999997953122,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,4,1,1,3,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5031.2,5270.7,1342.3,1102.8,239.5,-75.30000000000018,49.15714285714278,-0.7025945411214507,0.4319135129576888,0.0,0.0,1,0.9999855506507186,0.005375731557583884,0.377943328648518,4.0,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
2015-04-02,1188.9566666666663,1063.3,125.6566666666663,14.26,75.46,,,0.7542148914098692,3.2749999979531257,0.0,1400.0,,,,,,,,0.0,,,,,,,,,,,,,,2015,4,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4888.3,5024.3,1238.8,1102.8,136.0,-246.39999999999964,14.942857142857195,-2.278709901892894,0.20969411664182966,0.0,0.0,1,0.9999300657962057,-0.011826390691832589,0.3747580259005138,4.0,,,,,,,,,,,,,,,,,,,,0.0,,GREEN,GREEN,GREEN
